sample_pair,feature,type,assigned_value,u_char,u_homo,u_lts,u_c,u_k,platform
Y/P,O75431,informative,1.077,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q64ET8,informative,1.030,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8IZF3,informative,1.004,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P01589,certified,1.216,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q5BKU9,informative,1.083,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q86WC6,informative,1.048,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8N0Z2,informative,1.009,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9P2W1,informative,0.978,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9Y365,informative,0.960,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q5DJT8,informative,0.985,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6PKC3,informative,0.985,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8N7C0,certified,1.100,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O14910,informative,0.932,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q6ICB0,informative,1.018,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P11474,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q13444,informative,1.000,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6ICG8,informative,1.014,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O60565,informative,0.959,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q07021,informative,0.962,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q99611,informative,1.026,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q68CQ7,informative,1.005,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q15018,informative,0.983,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8IUL8,informative,0.989,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q13526,informative,1.025,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9GZX9,informative,0.973,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P51858,informative,1.129,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9BTE7,informative,1.008,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BWL3,informative,0.992,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O75976,informative,1.019,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q4VC05,informative,0.938,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6ZVF9,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O94907,informative,0.998,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9UKP6,certified,1.063,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q5EB52,informative,1.008,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6UXE8,informative,1.011,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6UX82,informative,0.946,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O00458,informative,0.963,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8NHU0,certified,0.933,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9Y6R0,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BRT9,informative,0.972,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BXB7,informative,0.979,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9H903,informative,0.932,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P13584,informative,1.002,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8WTT0,informative,1.026,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P30044,informative,0.988,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q15672,informative,1.024,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96DZ1,certified,1.110,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P42704,informative,0.954,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O00587,informative,0.962,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q03393,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O00287,informative,1.029,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P80075,informative,0.974,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P09543,informative,1.117,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q6GQQ9,informative,0.999,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P39900,informative,1.001,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O43521,informative,1.052,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q04917,informative,0.962,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8N8R7,informative,1.054,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P98170,informative,1.035,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O43657,informative,1.001,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P05186,informative,0.970,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P48723,informative,1.021,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9GZN7,certified,0.783,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8N7X8,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q03181,informative,0.962,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9HCQ5,informative,0.941,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P43626,informative,0.993,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q99683,informative,0.951,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9BXU0,certified,0.968,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8NCH0,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q71RG4,informative,0.982,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6QHK4,informative,1.027,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9UNK0,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9UBS5,informative,1.031,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P40259,informative,1.000,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P04350,informative,0.954,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O75628,certified,1.043,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9UJW8,informative,1.008,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P01906,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P16930,informative,1.060,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q7Z4H4,informative,1.209,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8WXB1,informative,0.907,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P10153,informative,1.010,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P56192,informative,1.043,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9BVW5,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q6B9Z1,informative,0.996,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P46527,informative,0.989,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P0DM63,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q96HJ9,informative,1.008,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9BWG6,informative,1.023,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8WVV9,informative,1.061,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8TC27,informative,1.014,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O43557,informative,1.035,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6UXE8,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O15273,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96BK5,certified,0.763,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9BW04,informative,1.026,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6PFW1,informative,0.990,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q86VH5,informative,1.007,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9UNG2,informative,1.009,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9P0V8,informative,0.965,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P60981,informative,0.997,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8WXH5,informative,1.069,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q92560,informative,0.970,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9NUJ7,informative,0.917,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P08833,certified,1.138,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q03060,certified,1.241,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96C10,informative,1.036,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q68EM7,informative,0.989,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9UNZ5,informative,0.998,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96KC8,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9P016,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P47874,informative,1.045,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O14717,informative,1.007,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P98164,informative,0.986,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P17301,informative,0.932,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BPZ7,informative,1.008,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O75446,informative,1.060,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O15374,certified,0.861,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q53GG5,informative,0.919,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8NBN7,informative,0.971,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9H832,informative,1.034,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q96NT3,certified,1.042,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q96BS2,informative,0.979,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6P1W5,informative,0.969,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q02363,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96CJ1,informative,1.010,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q12824,informative,1.036,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q92963,informative,1.055,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q6NTE8,informative,1.011,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8NCJ5,informative,1.054,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8IYB7,informative,0.975,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9BYP7,informative,0.959,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P14373,informative,1.032,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9NWZ8,informative,1.049,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q567V2,informative,1.085,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9NPB3,informative,0.980,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q96NG5,informative,0.988,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q15256,certified,0.679,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6UXF1,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P82980,certified,0.875,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P48509,informative,1.038,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P09914,informative,1.024,0.007,NA,NA,0.007,0.013,SomaScan
X/P,A6NFE2,informative,1.082,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P0DI81,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O60330,informative,1.014,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9BVV8,informative,1.006,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q6PIF2,informative,1.021,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P23378,informative,0.997,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9Y234,informative,0.996,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q96DX7,certified,1.050,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P22105,informative,0.965,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q86UA6,informative,1.017,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9Y3D2,informative,1.016,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P01566,informative,0.993,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8WVV9,certified,0.979,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q96J88,informative,0.967,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q3MHD2,informative,1.024,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6ZST2,informative,1.035,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q5JU00,informative,0.949,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9BVV8,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q6DD88,certified,0.737,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8IVH8,informative,0.990,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q674X7,informative,0.990,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P69891,certified,0.876,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q96C74,informative,0.942,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8N9F7,informative,0.979,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P30085,informative,1.025,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6ZR62,informative,0.999,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8WW62,informative,1.027,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BY11,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q96IV6,informative,0.993,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9BWL3,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9GZN7,certified,0.891,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P10767,informative,1.015,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P09471,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H0R8,informative,0.985,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8N5Y2,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9H1B5,informative,0.979,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8N720,informative,0.980,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q7Z6L0,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H2L5,informative,1.002,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P22234,informative,1.035,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P20337,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8IUB5,informative,0.970,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9H0V9,informative,1.030,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q5JR59,informative,1.026,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NP87,certified,1.160,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P0CG29,informative,1.028,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P59074,certified,1.064,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P59103,informative,0.986,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8N7A1,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O75935,certified,0.910,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O00175,informative,1.038,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O14669,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9Y2D1,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P55083,certified,0.924,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P50213,informative,0.942,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8WWW0,informative,1.012,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8WWW0,informative,1.041,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H169,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8NBU5,informative,1.065,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P15289,informative,1.066,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q96NG3,informative,0.999,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P12272,informative,1.007,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P27701,certified,1.102,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P42702,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q99611,informative,1.037,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q5VV41,informative,1.036,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8TF30,informative,1.057,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8TE68,informative,0.973,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8IVU3,informative,1.013,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H596,informative,1.047,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q5VXI9,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P98172,informative,0.985,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P51858,informative,0.934,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9Y4C2,informative,0.983,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NQY0,informative,0.998,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P28358,informative,1.039,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q6UWM7,certified,0.934,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O75631,certified,1.554,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q5JTZ5,informative,1.021,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8IVN3,informative,0.988,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P04085,informative,0.989,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P57073,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q96LA6,informative,1.009,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P0DJI9,informative,0.964,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96M11,informative,1.009,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q9HAW8,informative,1.004,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9Y644,informative,0.984,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P35318,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P28749,informative,0.982,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q14118,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P06239,informative,1.019,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9UKG9,informative,1.045,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O94973,informative,0.967,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NRF9,informative,1.007,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P27348,informative,1.000,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q6PFW1,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q15904,informative,0.926,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q15853,informative,0.925,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O95274,informative,1.037,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O60516,informative,1.049,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9HD40,informative,1.004,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q17R55,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q8TDL5,certified,0.904,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P16473,informative,0.879,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P06732,informative,1.143,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H772,informative,1.012,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9BTC0,certified,0.920,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P53396,informative,1.007,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O43687,informative,1.025,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P16234,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8N5P1,informative,1.004,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q92600,informative,0.999,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9NQW7,informative,1.094,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P43220,informative,0.981,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P00558,informative,0.958,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O75717,informative,1.009,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O15540,informative,0.987,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q8NBN7,informative,1.029,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P43250,informative,0.980,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q12792,informative,1.020,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q16548,informative,0.965,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8TBC3,informative,0.931,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q13477,informative,0.980,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O75496,certified,1.074,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P17516,certified,0.653,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P47756,certified,1.062,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q5VWW1,informative,0.963,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q92844,informative,1.037,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O75449,informative,1.020,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9GZY6,informative,0.994,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q14563,certified,0.992,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q96NA2,informative,1.059,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P20340,informative,0.923,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q12792,informative,1.049,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q8N5B7,informative,0.992,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NQ48,informative,1.031,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P35221,informative,0.973,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9UDX4,informative,0.967,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NR34,informative,1.026,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P19971,informative,0.980,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P08697,informative,0.982,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P45844,informative,0.984,0.007,NA,NA,0.007,0.013,SomaScan
M/P,O15194,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q13642,informative,1.024,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q96CS3,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q09327,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q6IE38,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q02763,informative,0.976,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q8TAD8,informative,0.961,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P56470,informative,1.042,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9H6T0,informative,1.017,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q96L92,informative,0.973,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9UNW9,informative,1.013,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P51608,informative,1.032,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P01861,certified,0.888,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P24001,certified,0.894,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P28039,certified,0.866,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P31939,informative,0.957,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P52272,informative,1.028,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9UBP6,informative,1.016,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q71H61,informative,1.005,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P36269,informative,0.993,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P08686,informative,1.024,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q9UJ68,informative,0.991,0.007,NA,NA,0.007,0.013,SomaScan
X/P,O15400,certified,0.789,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q5JSH3,informative,1.001,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P43489,informative,1.016,0.007,NA,NA,0.007,0.013,Olink
F/P,O95208,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q99459,informative,1.005,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9BYV9,informative,0.953,0.007,NA,NA,0.007,0.013,SomaScan
M/P,P78540,informative,0.997,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q6P4F1,informative,0.962,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q92185,informative,1.003,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9H0U6,informative,0.957,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P05187,informative,0.999,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P29016,certified,1.090,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NZH8,informative,0.949,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P09668,informative,1.022,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9NUJ1,informative,1.023,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O75822,informative,1.147,0.007,NA,NA,0.007,0.013,SomaScan
X/P,P08217,informative,1.038,0.007,NA,NA,0.007,0.013,SomaScan
F/P,O95985,informative,1.006,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O15056,informative,0.995,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q12974,informative,1.001,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q9UKW4,informative,1.032,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,P20839,informative,1.028,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q2TAL6,informative,0.984,0.007,NA,NA,0.007,0.013,SomaScan
M/P,Q96CJ1,certified,0.937,0.007,NA,NA,0.007,0.013,SomaScan
F/P,P46531,informative,1.019,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q92563,informative,1.000,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,O95613,informative,1.005,0.007,NA,NA,0.007,0.013,SomaScan
Y/P,Q9Y4C5,informative,0.989,0.007,NA,NA,0.007,0.013,SomaScan
X/P,Q68D85,informative,0.947,0.007,NA,NA,0.007,0.013,SomaScan
F/P,Q14CN4,informative,1.035,0.007,NA,NA,0.007,0.013,SomaScan
